particle_id,particle,energy_MeV,pos_x_m,pos_y_m,pos_z_m,dir_x,dir_y,dir_z
0,proton,20.000000000000004,0.588458297657326,99.0,-1.6290036051910322,0.0,-1.0,0.0
0,proton,20.000000000000004,1.5318918439969185,99.0,-2.020750631403949,0.0,-1.0,0.0
0,proton,20.000000000000004,0.4986072171686038,99.0,1.1098579467467014,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.3903440559683733,99.0,-0.9441385309587935,0.0,-1.0,0.0
0,proton,20.000000000000004,2.8812349916745585,99.0,-0.17099321656303346,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.1070735659405866,99.0,0.45353485049854125,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.4717528263448862,99.0,-2.7242237612081146,0.0,-1.0,0.0
0,proton,20.000000000000004,1.9494427195045958,99.0,0.2597346565566383,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.5473533744088248,99.0,0.645014518452685,0.0,-1.0,0.0
0,proton,20.000000000000004,2.3122685589898735,99.0,2.365604321450749,0.0,-1.0,0.0
0,proton,20.000000000000004,0.20169238523689836,99.0,-2.8026983048175587,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.2504811535654299,99.0,0.38699088989821906,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.247874585010845,99.0,-1.8968933811783981,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.5257765484995294,99.0,-1.4720987642444812,0.0,-1.0,0.0
0,proton,20.000000000000004,1.4492136543167486,99.0,2.6626304370515603,0.0,-1.0,0.0
0,proton,20.000000000000004,0.03930335581596367,99.0,-2.7234450288169296,0.0,-1.0,0.0
0,proton,20.000000000000004,1.2376501115777465,99.0,2.469444626030553,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.5511380601959026,99.0,-0.37768128989791006,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.001178029219818,99.0,0.2668625290981934,0.0,-1.0,0.0
0,proton,20.000000000000004,-0.19679759309409306,99.0,1.660917521072368,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.069867734313594,99.0,0.9091342962876277,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.442834439109781,99.0,-1.4148480528144936,0.0,-1.0,0.0
0,proton,20.000000000000004,2.139004740683154,99.0,1.082705571689531,0.0,-1.0,0.0
0,proton,20.000000000000004,-0.39670077056096975,99.0,-0.9675396193880754,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.903105287755956,99.0,0.059122987397445925,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.583410344896993,99.0,-1.6534409750694192,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.0691546703376404,99.0,-0.6094003989504673,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.5719272030410458,99.0,-1.103200204307187,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.5567758840593218,99.0,-1.1620344062676502,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.676550970241295,99.0,-0.5271772410031694,0.0,-1.0,0.0
0,proton,20.000000000000004,0.5066640833245808,99.0,0.6139703829894483,0.0,-1.0,0.0
0,proton,20.000000000000004,1.7624635121329124,99.0,-1.669787319935367,0.0,-1.0,0.0
0,proton,20.000000000000004,-0.3073663688761652,99.0,1.1879751730370067,0.0,-1.0,0.0
0,proton,20.000000000000004,1.2172146461792428,99.0,-2.3531752014702967,0.0,-1.0,0.0
0,proton,20.000000000000004,1.0807012449300268,99.0,2.676383548136899,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.1156214300503133,99.0,-2.2284142743551123,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.1156592659048954,99.0,1.9117274753807747,0.0,-1.0,0.0
0,proton,20.000000000000004,-0.5468448577381775,99.0,-0.44022712116257345,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.444155706146258,99.0,-1.653763854962079,0.0,-1.0,0.0
0,proton,20.000000000000004,1.2178305168362247,99.0,1.635791150514227,0.0,-1.0,0.0
0,proton,20.000000000000004,1.4897900437128966,99.0,-0.14217950158894865,0.0,-1.0,0.0
0,proton,20.000000000000004,0.3578277587372982,99.0,-1.130193125691082,0.0,-1.0,0.0
0,proton,20.000000000000004,2.514523467590812,99.0,-1.326454765107434,0.0,-1.0,0.0
0,proton,20.000000000000004,2.376881272817747,99.0,2.9727065401677457,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.7945805978706715,99.0,0.6011258118273033,0.0,-1.0,0.0
0,proton,20.000000000000004,0.41386927138728247,99.0,-1.5884957994101416,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.77885853033097,99.0,-1.0882833377110588,0.0,-1.0,0.0
0,proton,20.000000000000004,2.0994239233397494,99.0,-1.0382344204732146,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.766630162916641,99.0,-2.5583035829043608,0.0,-1.0,0.0
0,proton,20.000000000000004,-1.1507012538070447,99.0,2.850760476364375,0.0,-1.0,0.0
0,proton,20.000000000000004,1.273963289954553,99.0,-2.772074446439072,0.0,-1.0,0.0
0,proton,20.000000000000004,0.045273014690925706,99.0,0.029649041980726487,0.0,-1.0,0.0
0,proton,20.000000000000004,-2.270727156471768,99.0,-1.949775486277637,0.0,-1.0,0.0
